participant_id,study_condition,gender,age,cue,valence,response,response_position,response_level,timestamp,time_diff_sec,response_translated,sentiment_label,sentiment_score
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Diagnostic,6.0,Technik,3,1,2025-11-24 09:50:08.253,8.36700010299683,technology,NEGATIVE,-0.5599156022071838
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Diagnostic,6.0,Doktor,4,1,2025-11-24 09:50:14.454,14.5680000782013,doctor,POSITIVE,0.9614171385765076
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Diagnostic,7.0,Zweite Meinung,5,1,2025-11-24 09:50:53.711,53.8250000476837,second opinion,POSITIVE,0.9805238246917725
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Beobachtung,,Überwachen,1,2,2025-11-24 09:52:07.533,127.647000074387,monitor,NEGATIVE,-0.933110237121582
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Beobachtung,,Kontrolle,2,2,2025-11-24 09:52:10.789,130.903000116348,control,NEGATIVE,-0.5333051681518555
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Beobachtung,,Fortschritt,3,2,2025-11-24 09:52:34.197,154.311000108719,progress,POSITIVE,0.9895360469818115
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Beobachtung,,Testlauf,4,2,2025-11-24 09:52:47.253,167.367000102997,test run,POSITIVE,0.9564756155014038
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Beobachtung,,Medizin,5,2,2025-11-24 09:52:58.061,178.175000190735,medicine,POSITIVE,0.9556335806846619
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Kontrolle,,Gegenchecken,1,2,2025-11-24 09:53:35.348,215.462000131607,cross-check,NEGATIVE,-0.9914641976356506
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Kontrolle,,Überwachen,2,2,2025-11-24 09:53:44.804,224.917999982834,monitor,NEGATIVE,-0.933110237121582
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Kontrolle,,Sehen,3,2,2025-11-24 09:54:02.028,242.142000198364,see,POSITIVE,0.9841970801353455
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Kontrolle,,Diagnose,4,2,2025-11-24 09:54:06.268,246.381999969482,diagnosis,POSITIVE,0.9412082433700562
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Kontrolle,,Aufarbeiten,5,2,2025-11-24 09:54:19.364,259.478000164032,process,POSITIVE,0.8868159055709839
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Technik,,Künstliche Intelligenz,1,2,2025-11-24 09:54:33.644,273.758000135422,artificial intelligence,NEGATIVE,-0.9967730641365051
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Technik,,Effizienzsteigerung,2,2,2025-11-24 09:54:42.212,282.325999975205,efficiency increase,POSITIVE,0.998356282711029
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Technik,,Fortschritt,3,2,2025-11-24 09:54:50.949,291.06299996376,progress,POSITIVE,0.9895360469818115
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Technik,,Lernen,4,2,2025-11-24 09:54:53.988,294.101999998093,learn,POSITIVE,0.994350016117096
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Technik,,Computer,5,2,2025-11-24 09:55:05.828,305.942000150681,computer,NEGATIVE,-0.9725613594055176
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Doktor,,Behandlung,1,2,2025-11-24 09:55:15.228,315.342000007629,treatment,POSITIVE,0.9537341594696045
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Doktor,,Diagnose,2,2,2025-11-24 09:55:21.817,321.930999994278,diagnosis,POSITIVE,0.9412082433700562
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Doktor,,Fachkompetenz,3,2,2025-11-24 09:55:32.116,332.230000019074,expertise,POSITIVE,0.994574248790741
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Doktor,,Erfahrung,4,2,2025-11-24 09:55:34.804,334.917999982834,experience,POSITIVE,0.9953617453575134
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Doktor,,Absicherung,5,2,2025-11-24 09:55:46.356,346.47000002861,protection,POSITIVE,0.9972667694091797
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Zweite Meinung,,Überprüfen,1,2,2025-11-24 09:56:03.979,364.093000173569,check,POSITIVE,0.9939927458763123
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Zweite Meinung,,Absichern,2,2,2025-11-24 09:56:11.108,371.22200012207,secure,POSITIVE,0.998599112033844
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Zweite Meinung,,Fehldiagnose vermeiden,3,2,2025-11-24 09:56:29.563,389.677000045776,avoid misdiagnosis,POSITIVE,0.9956093430519104
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Zweite Meinung,,Optimieren,4,2,2025-11-24 09:56:41.419,401.532999992371,optimize,POSITIVE,0.9813516736030579
5c5ee831fac6510001534ee9,Diagnostic,male,35.0,Zweite Meinung,,Akkuranz,5,2,2025-11-24 09:56:53.651,413.765000104904,accuracy,POSITIVE,0.9942110776901245
68bab41df3df64b162389433,Migration,female,55.0,Migration,4.0,Komplexität,1,1,2025-11-24 09:52:53.291,0.0,complexity,NEGATIVE,-0.9960816502571106
68bab41df3df64b162389433,Migration,female,55.0,Migration,3.0,Subjektivität,2,1,2025-11-24 09:53:03.754,10.4630000591278,subjectivity,NEGATIVE,-0.9894272685050964
68bab41df3df64b162389433,Migration,female,55.0,Migration,5.0,Objektivität,3,1,2025-11-24 09:53:11.385,18.0940001010895,objectivity,POSITIVE,0.9897308349609375
68bab41df3df64b162389433,Migration,female,55.0,Migration,1.0,Grausamkeit,4,1,2025-11-24 09:53:21.545,28.2540001869202,cruelty,NEGATIVE,-0.991586446762085
68bab41df3df64b162389433,Migration,female,55.0,Migration,2.0,Technokratie,5,1,2025-11-24 09:53:39.337,46.0460000038147,technocracy,NEGATIVE,-0.9939824938774109
68bab41df3df64b162389433,Migration,female,55.0,Komplexität,,technische Schwierigkeiten,1,2,2025-11-24 09:54:45.789,112.498000144959,technical difficulties,NEGATIVE,-0.9978571534156799
68bab41df3df64b162389433,Migration,female,55.0,Komplexität,,Beeinflussung,2,2,2025-11-24 09:55:25.403,152.112000226975,influence,POSITIVE,0.9873082041740417
68bab41df3df64b162389433,Migration,female,55.0,Komplexität,,Befugnisse,3,2,2025-11-24 09:55:43.933,170.642000198364,authority,NEGATIVE,-0.8347271680831909
68bab41df3df64b162389433,Migration,female,55.0,Komplexität,,Situationsanalyse,4,2,2025-11-24 09:57:17.208,263.917000055313,situation analysis,POSITIVE,0.9749510884284973
68bab41df3df64b162389433,Migration,female,55.0,Komplexität,,kulturelle Blindheit,5,2,2025-11-24 09:57:40.505,287.214000225067,cultural blindness,NEGATIVE,-0.9959368705749512
68bab41df3df64b162389433,Migration,female,55.0,Subjektivität,,Illusion der Subjektivität,1,2,2025-11-24 09:58:05.213,311.922000169754,illusion of subjectivity,NEGATIVE,-0.9759476780891418
68bab41df3df64b162389433,Migration,female,55.0,Subjektivität,,technischer Bias,2,2,2025-11-24 09:58:22.811,329.520000219345,technical bias,NEGATIVE,-0.9926693439483643
68bab41df3df64b162389433,Migration,female,55.0,Subjektivität,,confirmation bias,3,2,2025-11-24 09:58:41.343,348.052000045776,confirmation bias,NEGATIVE,-0.9919284582138062
68bab41df3df64b162389433,Migration,female,55.0,Subjektivität,,Gleichbehandlung,4,2,2025-11-24 09:59:00.844,367.553000211716,equal treatment,POSITIVE,0.9943848848342896
68bab41df3df64b162389433,Migration,female,55.0,Subjektivität,,Generalisierung,5,2,2025-11-24 09:59:19.392,386.101000070572,generalization,NEGATIVE,-0.9938414096832275
68bab41df3df64b162389433,Migration,female,55.0,Objektivität,,Gesetze,1,2,2025-11-24 09:59:50.343,417.052000045776,laws,NEGATIVE,-0.9853078126907349
68bab41df3df64b162389433,Migration,female,55.0,Objektivität,,Einzelfall,2,2,2025-11-24 09:59:58.664,425.373000144959,individual case,POSITIVE,0.9921857714653015
68bab41df3df64b162389433,Migration,female,55.0,Objektivität,,Ausnahme,3,2,2025-11-24 10:00:13.035,439.744000196457,exception,POSITIVE,0.9955071210861206
68bab41df3df64b162389433,Migration,female,55.0,Objektivität,,Unklarheit,4,2,2025-11-24 10:00:20.085,446.794000148773,uncertainty,NEGATIVE,-0.9968050718307495
68bab41df3df64b162389433,Migration,female,55.0,Objektivität,,Beeinflussung,5,2,2025-11-24 10:00:32.362,459.071000099182,influence,POSITIVE,0.9873082041740417
68bab41df3df64b162389433,Migration,female,55.0,Grausamkeit,,Emotionslosigkeit,1,2,2025-11-24 10:00:45.093,471.802000045776,lack of emotion,NEGATIVE,-0.9994727969169617
68bab41df3df64b162389433,Migration,female,55.0,Grausamkeit,,Empathilosigkeit,2,2,2025-11-24 10:00:49.977,476.686000108719,lack of empathy,NEGATIVE,-0.9994833469390869
68bab41df3df64b162389433,Migration,female,55.0,Grausamkeit,,Übergeneralisierung,3,2,2025-11-24 10:00:58.154,484.863000154495,overgeneralization,NEGATIVE,-0.998976469039917
68bab41df3df64b162389433,Migration,female,55.0,Grausamkeit,,fehlender Überblick,4,2,2025-11-24 10:01:18.207,504.916000127792,lack of overview,NEGATIVE,-0.9994725584983826
68bab41df3df64b162389433,Migration,female,55.0,Grausamkeit,,fehlender Realitätsbezug,5,2,2025-11-24 10:01:31.865,518.574000120163,lack of reality reference,NEGATIVE,-0.9994580149650574
68bab41df3df64b162389433,Migration,female,55.0,Technokratie,,Technikhörigkeit,1,2,2025-11-24 10:02:33.306,580.015000104904,technology dependence,NEGATIVE,-0.9936111569404602
68bab41df3df64b162389433,Migration,female,55.0,Technokratie,,Überbewertung quantitativer Vorgehensweisen,2,2,2025-11-24 10:02:55.704,602.413000106812,overvaluation of quantitative approaches,NEGATIVE,-0.9892730116844177
68bab41df3df64b162389433,Migration,female,55.0,Technokratie,,Einschränkung menschlicher Befugnisse,3,2,2025-11-24 10:03:20.845,627.554000139237,restriction of human authority,NEGATIVE,-0.9957204461097717
68bab41df3df64b162389433,Migration,female,55.0,Technokratie,,Vorauswahl,4,2,2025-11-24 10:03:27.260,633.96900010109,preselection,NEGATIVE,-0.6894785165786743
68bab41df3df64b162389433,Migration,female,55.0,Technokratie,,Bürokratie,5,2,2025-11-24 10:04:12.455,679.164000034332,bureaucracy,NEGATIVE,-0.9992446899414062
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,4.0,Computer,1,1,2025-11-24 09:56:37.041,0.0,computer,NEGATIVE,-0.9725613594055176
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,5.0,Migration,2,1,2025-11-24 09:56:57.834,20.7930002212524,migration,NEGATIVE,-0.899559736251831
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,2.0,fehlerhaft,3,1,2025-11-24 09:57:02.467,25.4260001182556,faulty,NEGATIVE,-0.9991549253463745
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,1.0,Versagen,4,1,2025-11-24 09:57:08.460,31.4190001487732,failure,NEGATIVE,-0.9992994070053101
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,5.0,Zukunft,5,1,2025-11-24 09:57:21.191,44.1500000953674,future,POSITIVE,0.9842697381973267
5a1dc8e45d06850001b012b6,Migration,female,27.0,Computer,,Programm,1,2,2025-11-24 09:58:01.695,84.654000043869,program,POSITIVE,0.9871786832809448
5a1dc8e45d06850001b012b6,Migration,female,27.0,Computer,,Leistung,2,2,2025-11-24 09:58:11.877,94.8360002040863,performance,POSITIVE,0.92022305727005
5a1dc8e45d06850001b012b6,Migration,female,27.0,Computer,,Schnell,3,2,2025-11-24 09:58:17.704,100.663000106812,fast,POSITIVE,0.9972225427627563
5a1dc8e45d06850001b012b6,Migration,female,27.0,Computer,,Internet,4,2,2025-11-24 09:58:21.762,104.72100019455,internet,NEGATIVE,-0.8841341137886047
5a1dc8e45d06850001b012b6,Migration,female,27.0,Computer,,System,5,2,2025-11-24 09:58:28.180,111.139000177383,system,NEGATIVE,-0.9800887703895569
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,,Länder,1,2,2025-11-24 09:58:42.371,125.330000162125,countries,POSITIVE,0.5763915777206421
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,,Schicksale,2,2,2025-11-24 09:58:50.151,133.110000133514,fates,NEGATIVE,-0.9764092564582825
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,,Zeit,3,2,2025-11-24 09:58:56.953,139.912000179291,time,POSITIVE,0.9784957766532898
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,,Familie,4,2,2025-11-24 09:59:10.687,153.646000146866,family,POSITIVE,0.9969011545181274
5a1dc8e45d06850001b012b6,Migration,female,27.0,Migration,,Leiden,5,2,2025-11-24 09:59:16.575,159.53400015831,suffering,NEGATIVE,-0.9982967972755432
5a1dc8e45d06850001b012b6,Migration,female,27.0,fehlerhaft,,KI macht Fehler,1,2,2025-11-24 09:59:54.005,196.964000225067,AI makes mistakes,NEGATIVE,-0.9975948929786682
5a1dc8e45d06850001b012b6,Migration,female,27.0,fehlerhaft,,Menschliches Versagen,2,2,2025-11-24 10:00:01.252,204.211000204086,human error,NEGATIVE,-0.9920624494552612
5a1dc8e45d06850001b012b6,Migration,female,27.0,fehlerhaft,,Ablehnen,3,2,2025-11-24 10:00:14.157,217.116000175476,reject,NEGATIVE,-0.9993259906768799
5a1dc8e45d06850001b012b6,Migration,female,27.0,fehlerhaft,,Rückführung,4,2,2025-11-24 10:00:22.473,225.432000160217,repatriation,NEGATIVE,-0.9887579679489136
5a1dc8e45d06850001b012b6,Migration,female,27.0,fehlerhaft,,strafbar,5,2,2025-11-24 10:00:29.757,232.716000080109,punishable,NEGATIVE,-0.9858108758926392
5a1dc8e45d06850001b012b6,Migration,female,27.0,Versagen,,Schwierig,1,2,2025-11-24 10:00:57.336,260.295000076294,difficult,NEGATIVE,-0.9988527297973633
5a1dc8e45d06850001b012b6,Migration,female,27.0,Versagen,,Algorithmus,2,2,2025-11-24 10:01:25.243,288.202000141144,algorithm,NEGATIVE,-0.9964402318000793
5a1dc8e45d06850001b012b6,Migration,female,27.0,Versagen,,Fehler,3,2,2025-11-24 10:01:31.254,294.213000059128,mistake,NEGATIVE,-0.9987515211105347
5a1dc8e45d06850001b012b6,Migration,female,27.0,Versagen,,Regeln,4,2,2025-11-24 10:01:40.557,303.516000032425,rules,NEGATIVE,-0.8032308220863342
5a1dc8e45d06850001b012b6,Migration,female,27.0,Versagen,,Anforderungen,5,2,2025-11-24 10:01:46.782,309.741000175476,requirements,POSITIVE,0.9843236804008484
5a1dc8e45d06850001b012b6,Migration,female,27.0,Zukunft,,Veränderung,1,2,2025-11-24 10:02:10.966,333.925000190735,change,POSITIVE,0.9758169054985046
5a1dc8e45d06850001b012b6,Migration,female,27.0,Zukunft,,Technik,2,2,2025-11-24 10:02:15.400,338.359000205994,technology,NEGATIVE,-0.5599156022071838
5a1dc8e45d06850001b012b6,Migration,female,27.0,Zukunft,,Fortschritt,3,2,2025-11-24 10:02:36.611,359.570000171661,progress,POSITIVE,0.9895360469818115
5a1dc8e45d06850001b012b6,Migration,female,27.0,Zukunft,,Chancen und Risiken,4,2,2025-11-24 10:02:54.454,377.413000106812,opportunities and risks,POSITIVE,0.9961659908294678
5a1dc8e45d06850001b012b6,Migration,female,27.0,Zukunft,,Entwicklung,5,2,2025-11-24 10:03:09.119,392.078000068665,development,POSITIVE,0.9573128819465637
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,PersonnelSelection,5.0,Kontrolle,1,1,2025-11-24 09:59:02.340,0.0,control,NEGATIVE,-0.5333051681518555
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,PersonnelSelection,7.0,Neue Technologie,2,1,2025-11-24 09:59:08.868,6.52800011634827,new technology,POSITIVE,0.9922420978546143
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,PersonnelSelection,6.0,Verantwortung,3,1,2025-11-24 09:59:14.602,12.2620000839233,responsibility,NEGATIVE,-0.9752664566040039
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,PersonnelSelection,5.0,Gatekeeper,4,1,2025-11-24 09:59:24.031,21.6909999847412,gatekeeper,POSITIVE,0.9801295399665833
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,PersonnelSelection,6.0,Wichtige Rolle,5,1,2025-11-24 09:59:32.173,29.8330001831055,important role,POSITIVE,0.9982220530509949
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Kontrolle,,Prüfen der Ergebnisse,1,2,2025-11-24 10:00:03.915,61.5750000476837,checking the results,POSITIVE,0.9909509420394897
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Kontrolle,,Unternehmensinteressen wahren,2,2,2025-11-24 10:00:52.675,110.335000038147,protect corporate interests,POSITIVE,0.9847850799560547
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Kontrolle,,Menschlichen Faktor berücksichtigen,3,2,2025-11-24 10:01:01.878,119.538000106812,consider the human factor,POSITIVE,0.9951984286308289
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Kontrolle,,Nicht zeitaufwändig,4,2,2025-11-24 10:01:09.807,127.467000007629,not time-consuming,POSITIVE,0.9790703058242798
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Kontrolle,,Notwendig,5,2,2025-11-24 10:01:17.953,135.613000154495,necessary,POSITIVE,0.9970996379852295
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Neue Technologie,,Vergleich von KI-Modellen,1,2,2025-11-24 10:01:34.298,151.958000183106,comparison of AI models,POSITIVE,0.9777036309242249
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Neue Technologie,,Optimierung der KI,2,2,2025-11-24 10:01:49.866,167.526000022888,optimization of AI,POSITIVE,0.9971659779548645
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Neue Technologie,,Einarbeitung nötig,3,2,2025-11-24 10:02:00.313,177.973000049591,training required,POSITIVE,0.6007400751113892
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Neue Technologie,,Fortschritt,4,2,2025-11-24 10:02:27.402,205.06200003624,progress,POSITIVE,0.9895360469818115
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Neue Technologie,,Erleichterung der Arbeit,5,2,2025-11-24 10:02:37.880,215.540000200272,facilitation of work,POSITIVE,0.9970663189888
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Verantwortung,,Rechte der Bewerber,1,2,2025-11-24 10:02:47.323,224.983000040054,rights of applicants,POSITIVE,0.930633544921875
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Verantwortung,,Unternehmensinteresse wahren,2,2,2025-11-24 10:02:54.456,232.116000175476,protect corporate interest,POSITIVE,0.9931641221046448
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Verantwortung,,Bias vermeiden,3,2,2025-11-24 10:03:00.345,238.005000114441,avoid bias,POSITIVE,0.9939188957214355
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Verantwortung,,Fehler vermeiden,4,2,2025-11-24 10:03:03.034,240.694000005722,avoid mistakes,POSITIVE,0.9973491430282593
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Verantwortung,,Rechtliche Vorgaben erfüllen,5,2,2025-11-24 10:03:45.805,283.465000152588,meet legal requirements,POSITIVE,0.9982526898384094
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Gatekeeper,,Selbst Einfluss nehmen,1,2,2025-11-24 10:03:54.012,291.672000169754,take influence yourself,POSITIVE,0.9967579245567322
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Gatekeeper,,KI nicht vertrauen,2,2,2025-11-24 10:04:07.045,304.705000162125,do not trust AI,NEGATIVE,-0.999301552772522
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Gatekeeper,,Verantwortung behalten,3,2,2025-11-24 10:04:16.870,314.52999997139,retain responsibility,POSITIVE,0.9978851675987244
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Gatekeeper,,HR-Expertise einbringen,4,2,2025-11-24 10:04:29.681,327.341000080109,bring in HR expertise,POSITIVE,0.9986120462417603
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Gatekeeper,,KI weiterentwickeln,5,2,2025-11-24 10:04:53.219,350.87900018692,further develop AI,POSITIVE,0.9951636791229248
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Wichtige Rolle,,Notwendige Fakto,1,2,2025-11-24 10:05:02.005,359.665000200272,necessary factor,POSITIVE,0.9965742826461792
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Wichtige Rolle,,Existenziell für Personalentscheidungen,2,2,2025-11-24 10:05:16.794,374.453999996185,existential for personnel decisions,POSITIVE,0.9945626854896545
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Wichtige Rolle,,Wichtig für Bewerber,3,2,2025-11-24 10:05:20.470,378.130000114441,important for applicants,POSITIVE,0.9982391595840454
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Wichtige Rolle,,Wichtig für Auftraggeber,4,2,2025-11-24 10:05:58.754,416.414000034332,important for clients,POSITIVE,0.9981662631034851
5de41671e3e0cc4129b5e3c1,PersonnelSelection,male,42.0,Wichtige Rolle,,Entscheidend bei Technologie,5,2,2025-11-24 10:06:10.440,428.100000143051,crucial in technology,POSITIVE,0.997876763343811
5962799cb752840001ca478b,Migration,male,39.0,Migration,2.0,Unbehagen,1,1,2025-11-24 10:19:29.231,0.0,discomfort,NEGATIVE,-0.9983425140380859
5962799cb752840001ca478b,Migration,male,39.0,Migration,2.0,Skepsis,2,1,2025-11-24 10:19:33.923,4.69200015068054,skepticism,NEGATIVE,-0.9960198998451233
5962799cb752840001ca478b,Migration,male,39.0,Migration,1.0,Zweifel,3,1,2025-11-24 10:19:45.391,16.1600000858307,doubt,NEGATIVE,-0.9931401610374451
5962799cb752840001ca478b,Migration,male,39.0,Migration,5.0,Zuverlässig,4,1,2025-11-24 10:20:19.818,50.5870001316071,reliable,POSITIVE,0.9979442954063416
5962799cb752840001ca478b,Migration,male,39.0,Migration,4.0,Schnell,5,1,2025-11-24 10:20:27.784,58.5529999732971,fast,POSITIVE,0.9972225427627563
5962799cb752840001ca478b,Migration,male,39.0,Unbehagen,,Unsauber,1,2,2025-11-24 10:21:09.268,100.036999940872,unclean,NEGATIVE,-0.999228835105896
5962799cb752840001ca478b,Migration,male,39.0,Unbehagen,,Zu schnell,2,2,2025-11-24 10:21:14.529,105.298000097275,too fast,NEGATIVE,-0.9985097050666809
5962799cb752840001ca478b,Migration,male,39.0,Unbehagen,,Maschine,3,2,2025-11-24 10:21:37.592,128.361000061035,machine,NEGATIVE,-0.9957234859466553
5962799cb752840001ca478b,Migration,male,39.0,Unbehagen,,integer,4,2,2025-11-24 10:21:42.897,133.666000127792,integer,NEGATIVE,-0.9977222084999084
5962799cb752840001ca478b,Migration,male,39.0,Unbehagen,,fähig,5,2,2025-11-24 10:21:50.329,141.098000049591,capable,POSITIVE,0.9798164963722229
5962799cb752840001ca478b,Migration,male,39.0,Skepsis,,Zweifel,1,2,2025-11-24 10:22:04.892,155.661000013351,doubt,NEGATIVE,-0.9931401610374451
5962799cb752840001ca478b,Migration,male,39.0,Skepsis,,mangelndes Vertrauen,2,2,2025-11-24 10:22:15.825,166.59400010109,lack of trust,NEGATIVE,-0.9992039799690247
5962799cb752840001ca478b,Migration,male,39.0,Skepsis,,Maschine,3,2,2025-11-24 10:22:30.172,180.940999984741,machine,NEGATIVE,-0.9957234859466553
5962799cb752840001ca478b,Migration,male,39.0,Skepsis,,ungenau,4,2,2025-11-24 10:22:36.407,187.176000118256,inaccurate,NEGATIVE,-0.9994704127311707
5962799cb752840001ca478b,Migration,male,39.0,Skepsis,,falsch,5,2,2025-11-24 10:22:39.463,190.232000112534,wrong,NEGATIVE,-0.9977220892906189
5962799cb752840001ca478b,Migration,male,39.0,Zweifel,,falsch,1,2,2025-11-24 10:22:52.551,203.320000171661,wrong,NEGATIVE,-0.9977220892906189
5962799cb752840001ca478b,Migration,male,39.0,Zweifel,,ungenau,2,2,2025-11-24 10:22:54.745,205.513999938965,inaccurate,NEGATIVE,-0.9994704127311707
5962799cb752840001ca478b,Migration,male,39.0,Zweifel,,zu schnell,3,2,2025-11-24 10:22:59.463,210.232000112534,too fast,NEGATIVE,-0.9985097050666809
5962799cb752840001ca478b,Migration,male,39.0,Zweifel,,Maschine,4,2,2025-11-24 10:23:08.996,219.765000104904,machine,NEGATIVE,-0.9957234859466553
5962799cb752840001ca478b,Migration,male,39.0,Zweifel,,mangelndes Vertrauen,5,2,2025-11-24 10:23:18.856,229.625,lack of trust,NEGATIVE,-0.9992039799690247
5962799cb752840001ca478b,Migration,male,39.0,Zuverlässig,,fähig,1,2,2025-11-24 10:23:27.425,238.194000005722,capable,POSITIVE,0.9798164963722229
5962799cb752840001ca478b,Migration,male,39.0,Zuverlässig,,kompetent,2,2,2025-11-24 10:23:30.097,240.865999937058,competent,POSITIVE,0.99512779712677
5962799cb752840001ca478b,Migration,male,39.0,Zuverlässig,,schnell,3,2,2025-11-24 10:23:35.904,246.673000097275,fast,POSITIVE,0.9972225427627563
5962799cb752840001ca478b,Migration,male,39.0,Zuverlässig,,effizient,4,2,2025-11-24 10:23:41.997,252.766000032425,efficient,POSITIVE,0.9985657334327698
5962799cb752840001ca478b,Migration,male,39.0,Zuverlässig,,zuverlässig,5,2,2025-11-24 10:23:46.658,257.427000045776,reliable,POSITIVE,0.9979442954063416
5962799cb752840001ca478b,Migration,male,39.0,Schnell,,effizient,1,2,2025-11-24 10:23:57.591,268.360000133514,efficient,POSITIVE,0.9985657334327698
5962799cb752840001ca478b,Migration,male,39.0,Schnell,,praktisch,2,2,2025-11-24 10:24:07.105,277.874000072479,practical,POSITIVE,0.9977501034736633
5962799cb752840001ca478b,Migration,male,39.0,Schnell,,gut,3,2,2025-11-24 10:24:09.433,280.202000141144,good,POSITIVE,0.9985306262969971
5962799cb752840001ca478b,Migration,male,39.0,Schnell,,kurz,4,2,2025-11-24 10:24:15.103,285.871999979019,short,NEGATIVE,-0.9967458248138428
5962799cb752840001ca478b,Migration,male,39.0,Schnell,,Zeit,5,2,2025-11-24 10:24:33.232,304.001000165939,time,POSITIVE,0.9784957766532898
69156afae8918e584cb58ac2,PersonnelSelection,male,37.0,PersonnelSelection,2.0,ungewöhnlich,1,1,2025-11-24 10:24:17.167,0.0,unusual,POSITIVE,0.8831371665000916
69156afae8918e584cb58ac2,PersonnelSelection,male,37.0,PersonnelSelection,1.0,fehlerhaft,2,1,2025-11-24 10:24:22.672,5.50499987602234,faulty,NEGATIVE,-0.9991549253463745
69156afae8918e584cb58ac2,PersonnelSelection,male,37.0,PersonnelSelection,4.0,rein logisch,3,1,2025-11-24 10:24:31.202,14.0349998474121,purely logical,POSITIVE,0.9962435960769653
69156afae8918e584cb58ac2,PersonnelSelection,male,37.0,PersonnelSelection,1.0,distanziert,4,1,2025-11-24 10:24:47.217,30.0499999523163,distant,NEGATIVE,-0.9979415535926819
69156afae8918e584cb58ac2,PersonnelSelection,male,37.0,PersonnelSelection,1.0,blödsinn,5,1,2025-11-24 10:24:55.541,38.3739998340607,nonsense,NEGATIVE,-0.9991002082824707
