"ID","PROLIFIC_PID","dummy_informedconsent","commCheck","mic_test_passed","feedback_critic","age","gender","education","employment_status","employment_is_employed","lrscale","rlgdgr","aris_scale-ais1","aris_scale-ais2","aris_scale-ais3","aris_scale-ais4","aris_scale-ris1","aris_scale-ris2","aris_scale-ris3","aris_scale-ris4","utopianism_scale-utop1","utopianism_scale-utop2","utopianism_scale-utop3","utopianism_scale-utop4","anti_utopianism_scale-antiutop1","anti_utopianism_scale-antiutop2","anti_utopianism_scale-antiutop3","anti_utopianism_scale-antiutop4","nfc_scale-nfc1","nfc_scale-nfc2","nfc_scale-nfc3","nfc_scale-nfc4","nfc_scale-nfc5","nfc_scale-nfc6","nfc_scale-nfc7","sjs_scale-sjs1","sjs_scale-sjs2","sjs_scale-sjs3r","sjs_scale-sjs4","sjs_scale-sjs5","sjs_scale-sjs6","sjs_scale-sjs7r","sjs_scale-sjs8","swls_scale-swls1","swls_scale-swls2","swls_scale-swls3","swls_scale-swls4","swls_scale-swls5","brs_scale-brs1","brs_scale-brs2r","brs_scale-brs3","brs_scale-brs4r","brs_scale-brs5","brs_scale-brs6r","prds_scale-prds1","prds_scale-prds2r","prds_scale-prds3","prds_scale-prds4r","prds_scale-prds5","cmq_scale-cmq1","cmq_scale-cmq2","cmq_scale-cmq3","cmq_scale-cmq4","cmq_scale-cmq5","flagPotentialIncon","rank_religious","rank_ai_centered","rank_primitivist","rank_institutional","rank_moral_anarchic","rank_futurist","rank_modern_green","text_missingUtopia","text_rankingUtopias","sentiment_label","sentiment_score","num_windows","window_0_sentimentLabel","window_1_sentimentLabel","window_2_sentimentLabel","window_3_sentimentLabel","window_4_sentimentLabel","window_5_sentimentLabel","window_6_sentimentLabel","window_7_sentimentLabel","window_8_sentimentLabel","window_9_sentimentLabel","window_10_sentimentLabel","window_11_sentimentLabel","window_12_sentimentLabel","window_13_sentimentLabel","window_14_sentimentLabel","window_15_sentimentLabel","window_16_sentimentLabel","window_17_sentimentLabel","window_18_sentimentLabel","window_19_sentimentLabel","window_20_sentimentLabel","window_21_sentimentLabel","window_22_sentimentLabel","window_23_sentimentLabel","window_24_sentimentLabel","window_25_sentimentLabel","window_26_sentimentLabel","window_27_sentimentLabel","window_28_sentimentLabel","window_29_sentimentLabel","window_30_sentimentLabel","window_31_sentimentLabel","window_32_sentimentLabel","window_33_sentimentLabel","window_34_sentimentLabel","window_35_sentimentLabel","window_36_sentimentLabel","window_37_sentimentLabel","window_38_sentimentLabel","window_39_sentimentLabel","window_40_sentimentLabel","window_41_sentimentLabel","window_42_sentimentLabel","window_43_sentimentLabel","window_44_sentimentLabel","window_45_sentimentLabel","window_46_sentimentLabel","window_47_sentimentLabel","window_48_sentimentLabel","window_49_sentimentLabel","window_50_sentimentLabel","window_51_sentimentLabel","window_52_sentimentLabel","window_53_sentimentLabel","window_54_sentimentLabel","window_55_sentimentLabel","window_56_sentimentLabel","window_57_sentimentLabel","window_58_sentimentLabel","window_59_sentimentLabel","window_60_sentimentLabel","window_61_sentimentLabel","window_62_sentimentLabel","window_63_sentimentLabel","window_64_sentimentLabel","window_65_sentimentLabel","window_66_sentimentLabel","window_67_sentimentLabel","window_68_sentimentLabel","window_69_sentimentLabel","window_70_sentimentLabel","window_71_sentimentLabel","window_72_sentimentLabel","window_73_sentimentLabel","window_74_sentimentLabel","window_75_sentimentLabel","window_76_sentimentLabel","window_77_sentimentLabel","window_78_sentimentLabel","window_79_sentimentLabel","window_80_sentimentLabel","window_81_sentimentLabel","window_82_sentimentLabel","window_83_sentimentLabel","window_84_sentimentLabel","window_85_sentimentLabel","window_86_sentimentLabel","window_87_sentimentLabel","window_88_sentimentLabel","window_89_sentimentLabel","window_90_sentimentLabel","window_91_sentimentLabel","window_92_sentimentLabel","window_93_sentimentLabel","window_94_sentimentLabel","window_95_sentimentLabel","window_96_sentimentLabel","window_97_sentimentLabel","window_98_sentimentLabel","window_99_sentimentLabel","window_100_sentimentLabel","window_101_sentimentLabel","window_102_sentimentLabel","window_103_sentimentLabel","window_104_sentimentLabel","window_105_sentimentLabel","window_106_sentimentLabel","window_107_sentimentLabel","window_108_sentimentLabel","window_109_sentimentLabel","window_110_sentimentLabel","window_111_sentimentLabel","window_112_sentimentLabel","window_113_sentimentLabel","window_114_sentimentLabel","window_115_sentimentLabel"
237,"69cc50b7d8b69400a3cc5e0f",1,1,1,"",32,"man","doctoral","full_time",1,2,6,7,6,7,7,3,2,3,1,5,5,5,6,1,2,2,3,1,1,1,3,1,1,1,8,7,6,7,8,8,7,6,5,6,5,6,4,4,2,4,2,3,2,1,3,2,4,1,7,6,11,5,8,FALSE,1,4,2,7,3,5,6," Yeah, probably for me, it is a society that has included democracy in its place. Citizens can be heard, can make, can save their decisions and ideas, and they are free to talk, how they want the country to move forward. I think I prefer just a society that has included democracy in it."," So, I prefer... the rule of law, I think that one is very clearly offline. And you know when there are laws, people can follow them and there are rules, so they used to, like we used to kind of learning. So, I just prefer the... based one, because it lacks... innovation. Like, you can't just make the relation based on, and say, there are some things that you don't, like, you can't make qualities with faith. Yes.","neutral",0.56878550350666,12,"neutral","neutral","neutral","neutral","neutral","negative","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"69f9d194b0eebbd9aea739b5",1,1,1,"",29,"woman","bachelor","part_time",1,9,7,5,3,3,6,3,3,6,5,5,2,2,5,4,6,3,6,6,2,2,6,5,5,2,2,7,7,6,8,8,3,5,5,4,6,6,3,4,2,3,1,4,4,2,5,5,3,4,8,8,2,4,9,FALSE,3,4,2,5,6,1,7," Many of them have things to do with health, proper education, exact return and also affordable housing starting from the government to the local people."," I think society is a way of differences in stability, access to resources and overall quality of right educators such as health and education. Thank you.","neutral",0.588938057422638,4,"neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"6a153be09f19ea5c581933d7",1,1,1,"",31,"woman","bachelor","part_time",1,4,2,2,3,2,1,1,1,1,1,5,4,5,6,1,2,1,1,1,2,1,3,4,3,1,4,3,8,1,4,4,7,3,2,2,2,2,3,5,2,4,2,3,2,5,3,4,3,5,9,10,7,8,10,FALSE,2,1,3,5,4,6,7," My missing society would probably have to be interdisciplinary, some of the values interdisciplinary, not just a strong focus on one sector, like eco-friendly laws, scientific laws, a law society, a moral society. I want like overlap. So if there was an interdisciplinary world that combined components of multiple of what we saw, that would probably be a missing utopia. But I can't think of just like a single category itself that could be missing off the top of my mind. I can't really find one personally."," in short i mean i put the ai-centered utopia at the very bottom because that's like a black mirror episode some sci-fi horror waiting to go wrong ai determining everything from the punishments to you know human beings are no longer the top of the food chain ai is our leader which that is like a sci-fi horror movie religious utopia um again if you even look at just say christianity verses in the bible i would not want to be under a religious utopia there are some crazy extreme things that happen in that too that i don't think it's correct to just go by a faith necessarily and also under one faith what happened to the to all of the people that aren't under that faith will they be persecuted under one religion in this i don't know primitivist utopia is above that just because i mean society once was more primitive and in theory it could operate reasonably but I wouldn't desire in any way to live in that. Moral commonwealth, I only put this here if in a perfect world everyone had perfect pure morals, but this would be at the very bottom if the people in this society did not have perfect morals. So hard to say where that actually would placed but if it was everyone had ideal pure morals and could be trusted to follow their own morals without law then sure i could put that there in theory institutional utopia i mean we already have a institutional society it's not perfect that's why i didn't place it at the top but I could feasibly live there and continue living there, especially if there are better advances in laws and more ethical laws and just better, more advanced laws. Futurist utopia, I could live here. If everyone's following science, I think that could be beneficial. Everything's empirical. That's the decision-making process. In theory, that could work. There could be utopia. And modern green utopia, I just prefer that the most, where laws take into account everything and everyone were stopped from harming the planet, nature, our resources in a way that could be a utopia if the laws are proper. So that's my most ideal.","neutral",0.683979958295822,45,"neutral","neutral","negative","negative","neutral","neutral","neutral","negative","negative","neutral","neutral","neutral","neutral","negative","neutral","neutral","negative","neutral","positive","negative","negative","neutral","neutral","neutral","neutral","negative","neutral","positive","positive","positive","neutral","neutral","positive","neutral","neutral","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"69fba31786a9f62439a74897",1,1,1,"",30,"woman","master","unemployed",0,3,1,5,6,6,6,6,5,6,5,6,6,6,6,3,5,2,3,1,1,1,5,5,1,1,3,3,6,5,4,1,8,3,2,5,3,3,2,2,3,2,3,2,3,1,4,1,4,3,5,6,7,2,4,FALSE,1,3,7,2,4,5,6," I think looking back at all seven, an approach that felt absent from them was an approach that was aiming to increase the limited amount of resources the society had. I think if you're not aiming to increase the resources you have, you always want to keep people at just having enough. um that is not gonna build a society that wants to work together i think a community-based one with that is really important in the community coming together with choosing a small leadership board uh where the leadership can be removed if they aren't in line with the people um basing things on like general values that the community comes up with um but not making it fully like uh the society that was um i can't remember what it's called but it felt like morality based like you still need like laws and governance um and then i i think using some sort of technology is really important relying fully on it like that ai one um just like isn't beneficial for people and then really just trying honestly just trying to increase the resources that they had so they didn't remain limited forever feels like the biggest thing to me"," Um, well, I ranked them this way because the low tech and small scale seemed, from what I remember, like it, um, it tried to allocate resources appropriately but didn't just rely on the good of people. i i didn't love the intermorality one which is why it's at four because you need some sort of governing system between people and community in order to like make that work you can't just rely on people being good people because people need parameters i put sustainability and secure on Second, I like this sustainability piece, and I like that more than even the innovation in science, which was okay, but didn't seem as good as the first two. AI-driven one is at five because AI is not unbiased. AI is inherently biased. It's from our human biases, so that's not utopian at all. rule of law is um way too strict and I feel like that's how you get to like series like the divergent series where um there's no sort of flexibility at that at all and then I think the worst of all of them would be the faith-based one because that would be shaming people based on some religious upbringing and we're supposed to all have the same religion and a belief system and that just doesn't seem like that would work.","negative",0.556309700012207,42,"neutral","neutral","negative","neutral","positive","neutral","neutral","negative","neutral","positive","negative","positive","negative","negative","negative","neutral","neutral","neutral","negative","negative","neutral","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"6a1e60cacee7c00918fcd799",1,1,1,"",24,"woman","some_college","part_time",1,3,4,7,7,7,7,3,7,5,2,7,7,7,7,1,2,1,1,1,4,1,3,5,2,1,4,3,8,3,6,4,8,3,6,7,6,6,6,5,2,4,2,5,2,6,5,6,5,5,9,10,7,9,9,FALSE,1,2,5,3,6,4,7," I would say what was missing is focusing on those who need the most help. It was kind of a focusing on morals or focusing on taking care of the earth. Both are really great things, but in our current state, it's more of a classes issue, so I would say focusing on classes would have been at least good to mention, but I also understand that in the utopian societies, classes may not even be a thing, but that was just something I noticed."," I think a society based on sustainability is going to keep the human race around the longest and keep our earth living as far as long as possible, based on a second choice being based on morals and less about actual laws, I think would be somewhat similar to what we already have based on laws because they're all kind of based in laws so that one makes a lot of sense to me um a low tech and small scale is kind of where we began when the internet was created and ai was created so i think that would be a good place for us to have started and stopped Science and innovation kind of goes back into sustainability, but I wasn't sure whether that was really based on science in favor of the earth or not, so I put it kind of low. Rule of law, I think having such hard consequences and a really strong guideline for people to Follow is just not the best way to do things. AI-centered sounds like we're going to kill the Earth faster than we can even live in a society for even like 10 years. It's just going to destroy our Earth. And then faith-based is last because although we would have guidelines to follow that seem kind of like good morals, they're not really based in human roles so you can't really say that that's good for the earth or for humans.","neutral",0.501627773046494,32,"neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","negative","negative","negative","negative","neutral","neutral","negative","neutral","neutral","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"69c01ad32e8258f62bd58aeb",1,1,1,"the study was interesting",23,"woman","master","full_time",1,7,8,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,FALSE,3,1,5,2,7,4,6," I think a society that lacked there is an educational society, yeah, if a society has education people, educated people, it could be better."," Hey, I listed moral commonwealth as the most preferable society because it brings some risk to the society rather than AI-centered utopia.","neutral",0.508071511983871,4,"positive","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"69b4cd1edb91fb79284441cd",1,1,1,"",20,"woman","some_college","full_time",1,2,3,4,5,5,5,3,3,3,2,5,5,6,5,3,5,5,3,2,2,1,1,2,2,2,2,3,8,5,4,3,8,3,3,5,3,5,3,4,5,2,3,4,4,4,3,3,3,4,11,10,8,9,8,FALSE,2,1,5,3,6,4,7," Thank you."," Based from Personal Opinion","positive",0.850030660629272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"69fab71a215f5a17bbecc692",1,1,1,"",33,"man","bachelor","full_time",1,2,1,6,2,2,1,4,5,3,3,1,2,5,5,1,2,6,6,1,1,5,5,7,2,1,3,1,9,1,7,2,8,3,1,2,2,1,2,2,4,1,5,2,5,5,2,4,2,5,11,11,4,3,7,FALSE,1,6,2,5,3,7,4," I think something that I would appreciate, whether the society is we're one whole society, right now we are very separate in countries, for example, right? And such. And I don't think any of these really clarify that humanity as a whole, are one and only one race, in a sense, one planet. um because then we won't have to deal with border disputes we don't have to worry about limiting food or things with others and such so if it's possible it's like if you read enough sci-fi books you know uh take in point the expanse they don't separate the united the the world earth from like in separate countries they just do it by planet earth versus mars right versus the Belters, for example. I watched the series. But the point is that the whole planet is aligned on the same values and core things. There are no bickering and no separation, whether it be country lines and such. All of that is all melded together. I think that's a future society where we're all looking at each other. We're just people from Earth, Terrans, Terra, whatever you want to call it. We're from Mars. We're Martians and such. I don't think any of these examples really said that all these people would be concluded as one giant group aka the whole planet in case in point um for example one of them was small i think it was the sixth one i used like small urban communities in low tech like that no need for separation"," Okay, so I believe in science and technology being the future and innovation of humanity and humankind. So that's why futurist utopia, science and innovation is important. Through science and innovation, we have seen progress through humankind. and what only what 30 40 years ago we had nasa had a bunch of basically nasa's ship um spaceships and crafts took huge technology books on books on books that were at least like six feet tall right you got that picture of that woman and it really and then now we have the same technologically power within the last like 30 to 50 years in our iphones and look at our lives now we have progressed further and advance further because of technology so that's why science and technology after that because i want people to control themselves if not people second ai data-driven governance at least it's still technology that's going to be helpful and use us to propel us through the future now when technology is out the window we're now going to go ahead into uh the rule of law which is what we have currently today, which is bet-based, a common set of laws that everyone can agree to. After that, sustainable and secure. This is more practical reasons of making sure that everyone has enough to eat, that humanity as a whole, as a community, can survive. Intermorality. Basically, I think this is already kind of ends one, two, three, and four, but inner morality of just you know doing what's right everyone knows this is a appropriate thing to do we should do it but that's on the lower thing set of things um low tech and small scale for primitives utopia honestly that's not very sustainable or good for future growth because if the only way for humankind to like progress as a community and group is to have larger and larger populations and we keep all ourselves small or low tech, we're just regressing and ultimately maybe just going ahead and wiping ourselves out because we're not willing to increase population growth. And finally, faith-based order. We've seen a lot of things that got based on faith. And for me, none of that is technologically sound. There's no proof in faith, sir. I understand people need it and it's a coping system, but there's no factual stuff. And we've seen in history, what has faith gotten to us, aka the Crusades, look at Istanbul, look at all these other countries I'm not going to list. But yes, that's why faith is at the very bottom.","neutral",0.797100394964218,69,"positive","neutral","positive","positive","neutral","neutral","neutral","neutral","negative","neutral","neutral","positive","neutral","neutral","neutral","positive","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","negative","positive","positive","neutral","neutral","negative","negative","positive","neutral","neutral","neutral","negative","neutral","negative","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"69fba1d76bc977f982998a3a",1,1,1,"",26,"woman","bachelor","self_employed",1,3,10,5,6,5,6,5,2,3,2,6,6,7,5,3,2,1,2,1,1,1,3,2,2,1,4,4,6,2,2,2,7,3,7,7,7,6,6,5,1,4,2,4,2,2,5,1,5,2,10,8,8,9,10,FALSE,2,1,4,5,7,3,6," um yeah i okay i agree with the majority of them however i want to see a future with a leader and i know that's hard but i want a good moral leader in one of these future societies that's guiding us and i feel like these type of societies are kind of lacking that but we need a guide and we need someone to tell like like we can learn our morals and we can learn what's good and bad but if we don't have someone that's ultimately being like the watcher the look the looker the observer i feel like we'd be a lost cause and i think that's what these societies kind of lacked i really wanted to see that in a type of future in the like if or a type of future society that i would want to live in um and i don't want someone that's corrupt i want someone that's like they care for their people and they want the betterment of their people."," um there's a few reasons why i made this my list and after reading through all of them um i have a way of like how i prefer one um to call it a society more than the other so the first society that was mentioned was moral commonwealth and i feel like this might be the most beneficial but it takes a lot of power because a lot of people have to be selfless when it comes to this and you have to be willing to just have enough and not go beyond more it's it's more give and take with this but i feel like this is the most beneficial for everyone why i chose ai-centered utopia at the end because we lose our control over that we are basically run by robots we have given the power to another greater being and then in no time we are probably just gonna be extinct and this is gonna be ruling the world religious utopia why i chose that second to last is because i'm not sure if this is one specific faith or multiple faith um if it's an acceptance of multiple faiths then i would be open to it however if it's just one faith and that's the way they're allowed to live i do not like that as much um going back to the top my second one would be modern green utopia because i do think it is important that we try to save the earth the more we try to save the earth the longer we live the longer our future generations can live so we do have to do with just enough and i feel like that's what modern green utopia is um focusing on the second one here i mean the third one here is institutional utopia which is the rule of law which i think we're already living in right now which i think it is working but obviously it has its ups and downs um but the fact that it is working is something that i'd be still like okay then we're familiar with this we know how this works that's why i rated it at number three but it's not the best number four was low tech and small scale i feel like technology well yes it is harmful for our environment is very beneficial especially when it comes to medical uh like health care and just being innovative in other ways that can save our lives and kind of grow our future i think that's great so doing too much low tech is not that great futures utopia where it's like everything is based on science and innovation well if we focus on that i feel like we're going to just ruin our planet and we're just gonna eventually go extinct again and just ruin our our environment so yeah that is why I kind of ranked them in the way I did I hope that makes sense","neutral",0.601383626461029,67,"neutral","neutral","neutral","neutral","neutral","positive","neutral","neutral","neutral","neutral","neutral","positive","negative","neutral","positive","negative","neutral","neutral","neutral","positive","neutral","negative","neutral","neutral","neutral","neutral","positive","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","negative","negative","positive","neutral","neutral","positive","negative","neutral","neutral","negative","negative","neutral","neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"698a276f955516bd3c07b19d",1,1,1,"",22,"woman","some_college","unemployed",0,2,5,5,3,3,2,3,2,1,1,5,3,5,5,2,3,1,2,1,1,1,1,1,2,1,3,6,6,6,7,3,4,4,4,4,5,5,4,2,2,3,4,3,4,3,5,2,6,3,9,5,3,2,8,FALSE,2,1,3,5,4,7,6," I'm not sure if this would be realistic, but the utopias that I saw listed science and religion, morality, technology, and laws as different things that a utopia or a society would be based around. And I think it would be cool for a utopia society to be based upon the arts and the creatives and just living to create itself. I'm not sure how sustainable it would be, but it would be a cool kind of utopia in an artistic way."," okay so i chose futurist utopia as my first pick because i just believe that being able to innovate and being able to create and develop new things for society is really important and innovation is the only way that we can count on our own survival so i feel like science innovation trumps everything else. Right afterwards, I chose modern green utopia. I figured that's green energy and sustainability. Looking at the environment, I feel like that's a form of science and innovation. It's a sector of it. So that came in close second. Third was institutional utopia. I feel like that's almost close to what we have, just in the sense of the laws. And it's not perfect because laws aren't perfect and not everything is black and white. So you definitely need people and having positions of power to be able to determine certain situations that laws cannot. So that's why I didn't rank it any higher. But I think that laws are necessary to keep people in shape and to keep people on their best behavior. And this will go into number four which is moral commonwealth um it would be nice if everyone could be morally righteous but unfortunately that's not how people are so it's rated number four because although intermorality would be a great compassionate way for human survival people aren't exactly looking at the best interests of others at all times so that's why it's ranked number four afterwards i have primitive uh primitivist utopia it's the low tech and small scale utopia um i just believe that this wouldn't last very long um being able to do community-wide things would be impossible just having a very primitive society i just don't think would be very beneficial um in the long run i don't think it'd be able to thrive and grow um as a society afterwards i have religious utopia i feel like depending on whatever person is in power could make or break the uh society so religion doesn't really play a part in it It's way too subjective and can easily lead to corruption. And then it goes into number seven, AI-centered utopia. I just feel like humans should be involved yet again, just like institutional utopia. This is a similar vein. People should be involved when it comes to governance. in my opinion. So a data-driven governance is way too black and white and there's no nuance there. So that's why it's my last pick.","neutral",0.717162698507309,49,"neutral","positive","neutral","positive","neutral","neutral","positive","neutral","neutral","neutral","neutral","negative","negative","neutral","neutral","negative","neutral","positive","neutral","positive","negative","neutral","positive","neutral","neutral","neutral","negative","neutral","negative","positive","negative","neutral","neutral","neutral","negative","negative","neutral","negative","neutral","neutral","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"69f11abbcb74929a2bf4a175",1,1,1,"interesting survey",27,"woman","bachelor","part_time",1,9,10,6,5,5,5,5,6,6,3,5,6,5,5,2,3,2,3,3,2,3,2,2,3,2,7,7,7,8,7,8,8,8,5,5,5,6,5,3,4,4,4,3,4,3,4,2,4,2,8,7,9,8,7,FALSE,3,2,1,6,5,4,7," Looking at the seven societies, I feel all important values were already represented. We had sustainability, rule of law, morality, innovation, technology, faith, and community. Each society emphasized a different balance, but together they covered what matters most to be, stability, fairness, and human well-being after crisis."," I ranked Portland Green Utopia first because it balances the sustainability with economy security. It uses technology carefully instead of too much or too little.","positive",0.718445479869843,6,"neutral","neutral","neutral","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
