participant_id,study_condition,gender,age,cue,valence,response,response_position,response_level,timestamp,time_diff_sec,response_translated
61098c2575813d074eda499b,Migration,female,28.0,Migration,3.0,Bürokratie,5,1,2025-11-24 13:50:08.779,35.20300006866455,bureaucracy
61098c2575813d074eda499b,Migration,female,28.0,Fehler,,Problem,1,2,2025-11-24 13:50:34.758,61.18199992179871,problem
61098c2575813d074eda499b,Migration,female,28.0,Fehler,,Unachtsam,2,2,2025-11-24 13:50:42.856,69.27999997138977,careless
61098c2575813d074eda499b,Migration,female,28.0,Fehler,,Fehlende Aufmerksamkeit,3,2,2025-11-24 13:50:47.056,73.48000001907349,lack of attention
61098c2575813d074eda499b,Migration,female,28.0,Fehler,,Systemdribbling,4,2,2025-11-24 13:51:10.237,96.66100001335144,system dribbling
61098c2575813d074eda499b,Migration,female,28.0,Fehler,,Lohn,5,2,2025-11-24 13:51:18.927,105.3510000705719,wage
61098c2575813d074eda499b,Migration,female,28.0,Unverantwortlich,,Problematisch,1,2,2025-11-24 13:51:24.432,110.8559999465942,problematic
61098c2575813d074eda499b,Migration,female,28.0,Unverantwortlich,,Unaufmerksam,2,2,2025-11-24 13:51:32.072,118.4960000514984,inattentive
61098c2575813d074eda499b,Migration,female,28.0,Unverantwortlich,,Lückenhaft,3,2,2025-11-24 13:51:37.568,123.9920001029968,incomplete
61098c2575813d074eda499b,Migration,female,28.0,Unverantwortlich,,Faul,4,2,2025-11-24 13:51:48.480,134.904000043869,lazy
61098c2575813d074eda499b,Migration,female,28.0,Unverantwortlich,,Unakribisch,5,2,2025-11-24 13:51:51.408,137.8320000171661,unmeticulous
61098c2575813d074eda499b,Migration,female,28.0,Nicht gut,,Schlecht,1,2,2025-11-24 13:52:00.218,146.6419999599457,bad
61098c2575813d074eda499b,Migration,female,28.0,Nicht gut,,Fehlerhaft,2,2,2025-11-24 13:52:25.403,171.8270001411438,faulty
61098c2575813d074eda499b,Migration,female,28.0,Nicht gut,,Geringer Aufwand,3,2,2025-11-24 13:52:33.872,180.2960000038147,low effort
61098c2575813d074eda499b,Migration,female,28.0,Nicht gut,,Langeweile,4,2,2025-11-24 13:52:39.288,185.7120001316071,boredom
61098c2575813d074eda499b,Migration,female,28.0,Nicht gut,,Würdelos,5,2,2025-11-24 13:52:47.784,194.2079999446869,undignified
61098c2575813d074eda499b,Migration,female,28.0,Verschwendung von Ressourcen,,Gehalt,1,2,2025-11-24 13:52:52.168,198.5920000076294,salary
61098c2575813d074eda499b,Migration,female,28.0,Verschwendung von Ressourcen,,Langeweile,2,2,2025-11-24 13:52:54.552,200.9760000705719,boredom
61098c2575813d074eda499b,Migration,female,28.0,Verschwendung von Ressourcen,,Nicht effizient,3,2,2025-11-24 13:53:03.400,209.824000120163,not efficient
61098c2575813d074eda499b,Migration,female,28.0,Verschwendung von Ressourcen,,Würdelos,4,2,2025-11-24 13:53:06.512,212.9360001087189,undignified
61098c2575813d074eda499b,Migration,female,28.0,Verschwendung von Ressourcen,,Umweltbelastung,5,2,2025-11-24 13:53:15.560,221.9839999675751,environmental impact
61098c2575813d074eda499b,Migration,female,28.0,Bürokratie,,Langsam,1,2,2025-11-24 13:53:21.144,227.5680000782013,slow
61098c2575813d074eda499b,Migration,female,28.0,Bürokratie,,Dauer,2,2,2025-11-24 13:53:26.728,233.1519999504089,duration
61098c2575813d074eda499b,Migration,female,28.0,Bürokratie,,Schwierig,3,2,2025-11-24 13:53:31.488,237.9119999408722,difficult
61098c2575813d074eda499b,Migration,female,28.0,Bürokratie,,Aufwändig,4,2,2025-11-24 13:53:33.696,240.1200001239777,elaborate
61098c2575813d074eda499b,Migration,female,28.0,Bürokratie,,Langweilig,5,2,2025-11-24 13:53:37.128,243.5520000457764,boring
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Diagnostic,1.0,gruselig,1,1,2025-11-24 13:56:29.921,0.0,creepy
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Diagnostic,7.0,fortschritt,2,1,2025-11-24 13:56:38.176,8.255000114440918,progress
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Diagnostic,5.0,Kontrolle,3,1,2025-11-24 13:56:43.022,13.1010000705719,control
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Diagnostic,3.0,fehler,4,1,2025-11-24 13:56:47.641,17.72000002861023,mistake
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Diagnostic,2.0,datenschutz,5,1,2025-11-24 13:56:58.260,28.33899998664856,data protection
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,gruselig,,aussehen der ki,1,2,2025-11-24 13:57:29.461,59.53999996185303,appearance of ai
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,gruselig,,richtigkeit,2,2,2025-11-24 13:57:39.400,69.47900009155273,correctness
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,gruselig,,unangenehm für patienten,3,2,2025-11-24 13:58:11.983,102.0620000362396,uncomfortable for patients
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,gruselig,,schneller fortschritt,4,2,2025-11-24 13:58:32.726,122.8050000667572,rapid progress
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,gruselig,,aufmerksamkeit des menschen,5,2,2025-11-24 13:58:58.143,148.2219998836517,human attention
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fortschritt,,ki kann das,1,2,2025-11-24 13:59:04.480,154.5590000152588,ai can do that
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fortschritt,,schnelle entwicklung,2,2,2025-11-24 13:59:11.155,161.2339999675751,fast development
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fortschritt,,hilfe für menschen,3,2,2025-11-24 13:59:17.710,167.7890000343323,help for people
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fortschritt,,entlastung des menschen,4,2,2025-11-24 13:59:24.102,174.180999994278,relief for humans
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fortschritt,,zeitersparnis,5,2,2025-11-24 13:59:28.492,178.5710000991821,time saving
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Kontrolle,,wer kontrolliert wen,1,2,2025-11-24 13:59:38.307,188.385999917984,who controls whom
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Kontrolle,,genauigkeit der kontrolle,2,2,2025-11-24 13:59:50.077,200.1559998989105,accuracy of control
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Kontrolle,,training der ki,3,2,2025-11-24 13:59:58.385,208.4639999866486,training of ai
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Kontrolle,,feedback an ki,4,2,2025-11-24 14:00:02.625,212.7039999961853,feedback to ai
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,Kontrolle,,proximität mensch ki,5,2,2025-11-24 14:00:15.366,225.4449999332428,proximity human ai
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fehler,,tödlich,1,2,2025-11-24 14:00:24.204,234.2829999923706,deadly
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fehler,,ki weniger fehleranfällig,2,2,2025-11-24 14:00:41.783,251.8619999885559,ai less error-prone
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fehler,,ärztechaos,3,2,2025-11-24 14:00:50.110,260.1889998912811,doctor chaos
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fehler,,wer wäre verantwortlich,4,2,2025-11-24 14:01:11.511,281.5899999141693,who would be responsible
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,fehler,,unaufmerksamkeit des menschen,5,2,2025-11-24 14:01:25.544,295.6229999065399,human inattention
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,datenschutz,,teilen der daten,1,2,2025-11-24 14:01:33.919,303.9979999065399,sharing of data
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,datenschutz,,speicherung wo,2,2,2025-11-24 14:01:37.741,307.8199999332428,storage where
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,datenschutz,,wer hat zugriff,3,2,2025-11-24 14:01:41.444,311.5230000019073,who has access
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,datenschutz,,daten für training,4,2,2025-11-24 14:01:54.683,324.7620000839233,data for training
60fe7985ba99343ad0b893b7,Diagnostic,intersex,25.0,datenschutz,,feedback an ki,5,2,2025-11-24 14:01:58.968,329.0469999313354,feedback to ai
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Diagnostic,7.0,Fortschritt,1,1,2025-11-24 14:02:15.933,0.0,progress
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Diagnostic,2.0,Risiko,2,1,2025-11-24 14:02:23.327,7.393999814987183,risk
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Diagnostic,2.0,Daten,3,1,2025-11-24 14:02:45.547,29.61399984359741,data
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Diagnostic,7.0,Robotik,4,1,2025-11-24 14:03:00.651,44.71799993515015,robotics
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Diagnostic,4.0,Wissenschaft,5,1,2025-11-24 14:03:18.109,62.17599987983704,science
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Fortschritt,,Fortschritt,1,2,2025-11-24 14:05:08.300,172.3669998645782,progress
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Fortschritt,,Gesundheit,2,2,2025-11-24 14:05:20.148,184.2149999141693,health
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Fortschritt,,Verwundbarkeit,3,2,2025-11-24 14:05:33.100,197.1669998168945,vulnerability
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Fortschritt,,Wissensverlust,4,2,2025-11-24 14:05:50.351,214.4179999828339,loss of knowledge
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Fortschritt,,Große Datenmengen,5,2,2025-11-24 14:06:04.402,228.4689998626709,large amounts of data
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Risiko,,Fortschritt,1,2,2025-11-24 14:06:25.263,249.3299999237061,progress
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Risiko,,Wissensverlust,2,2,2025-11-24 14:06:49.050,273.1169998645782,loss of knowledge
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Risiko,,Große Datenmengen ,3,2,2025-11-24 14:07:25.493,309.5599999427795,
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Risiko,,Gesundheit,4,2,2025-11-24 14:07:50.727,334.7939999103546,health
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Risiko,,Abhängigkeit,5,2,2025-11-24 14:08:33.995,378.061999797821,dependency
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Daten,,Privatsphäre,1,2,2025-11-24 14:08:46.002,390.069000005722,privacy
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Daten,,Datensammlung,2,2,2025-11-24 14:08:53.188,397.2549998760223,data collection
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Daten,,Umgang mit Daten,3,2,2025-11-24 14:09:03.272,407.3389999866486,handling of data
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Daten,,Risiko ,4,2,2025-11-24 14:09:39.142,443.2089998722076,risk
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Daten,,Abhängigkeit,5,2,2025-11-24 14:09:45.632,449.6989998817444,dependency
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Robotik,,Roboter,1,2,2025-11-24 14:09:58.591,462.6579999923706,robot
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Robotik,,Fortschriit,2,2,2025-11-24 14:10:01.697,465.7639999389648,progress
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Robotik,,Wissenschaft,3,2,2025-11-24 14:10:17.099,481.1659998893738,science
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Robotik,,Abnahme von Arbeit,4,2,2025-11-24 14:10:30.824,494.8909997940063,reduction of work
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Robotik,,Veränderung der Gesellschaft,5,2,2025-11-24 14:10:44.613,508.6799998283386,change of society
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Wissenschaft,,Mathematik,1,2,2025-11-24 14:11:14.764,538.8309998512268,mathematics
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Wissenschaft,,Robotik,2,2,2025-11-24 14:11:24.666,548.7329998016357,robotics
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Wissenschaft,,Maschinenbau,3,2,2025-11-24 14:11:32.035,556.1019999980927,mechanical engineering
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Wissenschaft,,Fortschritt,4,2,2025-11-24 14:11:37.557,561.6239998340607,progress
6914e5613d5f0c6029a96489,Diagnostic,male,29.0,Wissenschaft,,Erkenntnis,5,2,2025-11-24 14:11:45.824,569.8909997940063,insight
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,PersonnelSelection,5.0,Notwendig,1,1,2025-11-24 14:05:20.426,0.0,necessary
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,PersonnelSelection,6.0,Fortschritt,2,1,2025-11-24 14:05:42.802,22.37599992752075,progress
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,PersonnelSelection,6.0,Zeitersparnis,3,1,2025-11-24 14:05:47.528,27.10199999809265,time saving
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,PersonnelSelection,6.0,Zukunft,4,1,2025-11-24 14:05:49.336,28.90999984741211,future
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,PersonnelSelection,3.0,Überprüfung,5,1,2025-11-24 14:06:01.213,40.78699994087219,verification
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Notwendig,,Fehler aussortieren,1,2,2025-11-24 14:08:04.879,164.452999830246,sort out errors
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Notwendig,,leider,2,2,2025-11-24 14:08:27.273,186.8469998836517,unfortunately
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Notwendig,,Vorsicht,3,2,2025-11-24 14:08:42.036,201.6099998950958,
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Notwendig,,aufpassen,4,2,2025-11-24 14:09:46.195,265.7689998149872,be careful
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Notwendig,,Sicherheit,5,2,2025-11-24 14:09:58.819,278.3929998874664,safety
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Fortschritt,,Entwicklung,1,2,2025-11-24 14:11:36.723,376.2969999313354,development
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Fortschritt,,Verbreitet,2,2,2025-11-24 14:11:49.967,389.5409998893738,widespread
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Fortschritt,,Schneller,3,2,2025-11-24 14:11:56.755,396.3289999961853,faster
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Fortschritt,,Genauer,4,2,2025-11-24 14:11:59.832,399.4059998989105,more accurate
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Fortschritt,,Computer,5,2,2025-11-24 14:13:02.018,461.5919997692108,computer
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zeitersparnis,,Geld,1,2,2025-11-24 14:13:13.592,473.1659998893738,money
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zeitersparnis,,Freude,2,2,2025-11-24 14:13:17.490,477.0639998912811,joy
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zeitersparnis,,Kostenersparnis,3,2,2025-11-24 14:13:25.224,484.7979998588562,cost savings
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zeitersparnis,,Glück,4,2,2025-11-24 14:13:32.872,492.4459998607635,happiness
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zeitersparnis,,Firma,5,2,2025-11-24 14:16:01.334,640.9079999923706,company
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zukunft,,Freude,1,2,2025-11-24 14:16:07.216,646.789999961853,joy
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zukunft,,Angst,2,2,2025-11-24 14:16:09.249,648.8229999542236,fear
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zukunft,,Interessiert,3,2,2025-11-24 14:16:13.817,653.3909997940063,interested
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zukunft,,Beobachtung,4,2,2025-11-24 14:16:24.944,664.5179998874664,observation
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Zukunft,,Computer,5,2,2025-11-24 14:18:36.368,795.941999912262,computer
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Überprüfung,,Notwendig,1,2,2025-11-24 14:18:44.937,804.510999917984,necessary
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Überprüfung,,angst,2,2,2025-11-24 14:18:47.092,806.6659998893738,fear
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Überprüfung,,fehleranalyse,3,2,2025-11-24 14:19:14.841,834.414999961853,error analysis
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Überprüfung,,abgeben,4,2,2025-11-24 14:20:45.322,924.8959999084473,submit
6914d4778fed31da9478c2cd,PersonnelSelection,male,36.0,Überprüfung,,Prüfung,5,2,2025-11-24 14:20:52.998,932.5719997882843,
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Diagnostic,5.0,Kontrolierte Ki Anwendung,1,1,2025-11-24 14:38:11.215,0.0,controlled ai application
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Diagnostic,7.0,Effiziente Arbeit,2,1,2025-11-24 14:38:31.591,20.37600016593933,efficient work
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Diagnostic,2.0,Gefahren,3,1,2025-11-24 14:38:39.925,28.71000003814697,dangers
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Diagnostic,1.0,Fehler,4,1,2025-11-24 14:38:41.887,30.67200016975403,mistake
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Diagnostic,4.0,Maschiene,5,1,2025-11-24 14:38:49.191,37.9760000705719,machine
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Kontrolierte Ki Anwendung,,Fehler,1,2,2025-11-24 14:39:36.037,84.82200002670288,mistake
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Kontrolierte Ki Anwendung,,Effizienz,2,2,2025-11-24 14:39:48.054,96.83899998664856,efficiency
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Kontrolierte Ki Anwendung,,Gefahren,3,2,2025-11-24 14:39:53.440,102.2250001430511,dangers
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Kontrolierte Ki Anwendung,,Kontrollverlust,4,2,2025-11-24 14:39:56.367,105.1520001888275,loss of control
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Kontrolierte Ki Anwendung,,Menschlichkeit,5,2,2025-11-24 14:40:03.084,111.8690001964569,humanity
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Effiziente Arbeit,,Schneller,1,2,2025-11-24 14:40:19.315,128.1000001430511,faster
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Effiziente Arbeit,,Mehr Fehler,2,2,2025-11-24 14:40:23.592,132.3770000934601,more errors
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Effiziente Arbeit,,Praktisch,3,2,2025-11-24 14:40:29.017,137.8020000457764,practical
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Effiziente Arbeit,,Besser,4,2,2025-11-24 14:40:31.597,140.3819999694824,better
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Effiziente Arbeit,,Günstiger,5,2,2025-11-24 14:40:38.765,147.5500001907349,cheaper
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Gefahren,,Kontrollverlust,1,2,2025-11-24 14:40:46.110,154.8949999809265,loss of control
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Gefahren,,Unfälle,2,2,2025-11-24 14:40:51.097,159.8819999694824,accidents
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Gefahren,,Vermeidbahre schmerzen,3,2,2025-11-24 14:40:59.475,168.2599999904633,avoidable pain
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Gefahren,,Vermeidbahrer tot,4,2,2025-11-24 14:41:04.279,173.0640001296997,avoidable death
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Gefahren,,Unsicher,5,2,2025-11-24 14:41:16.642,185.4270000457764,uncertain
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Fehler,,Gefahr,1,2,2025-11-24 14:41:20.222,189.0069999694824,danger
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Fehler,,Falsche aussagen,2,2,2025-11-24 14:41:27.279,196.0640001296997,false statements
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Fehler,,Nicht sicher,3,2,2025-11-24 14:41:31.462,200.2469999790192,not sure
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Fehler,,unmenschlich,4,2,2025-11-24 14:41:39.567,208.3519999980927,inhuman
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Fehler,,aktionen,5,2,2025-11-24 14:41:42.555,211.3400001525879,actions
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Maschiene,,unmenschlich,1,2,2025-11-24 14:41:50.777,219.5620000362396,inhuman
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Maschiene,,fehlende emphatie,2,2,2025-11-24 14:41:55.050,223.835000038147,lack of empathy
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Maschiene,,kein verständnis,3,2,2025-11-24 14:41:59.682,228.4670000076294,no understanding
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Maschiene,,verwirrung,4,2,2025-11-24 14:42:05.423,234.2080001831055,confusion
6914cf2ef55a627179db9e49,Diagnostic,male,18.0,Maschiene,,fehler,5,2,2025-11-24 14:42:06.929,235.7139999866486,mistake
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Grading,4.0,Lehrer,1,1,2025-11-24 14:39:39.116,0.0,teacher
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Grading,5.0,Zukunft,2,1,2025-11-24 14:39:52.524,13.40799999237061,future
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Grading,4.0,Schule,3,1,2025-11-24 14:40:09.829,30.71300005912781,school
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Grading,4.0,Quatsch,4,1,2025-11-24 14:40:16.444,37.32800006866455,nonsense
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Grading,4.0,Noten,5,1,2025-11-24 14:40:22.492,43.37600016593933,grades
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Lehrer,,Schule,1,2,2025-11-24 14:41:14.052,94.93600010871887,school
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Lehrer,,Lehrer,2,2,2025-11-24 14:41:22.628,103.5120000839233,teacher
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Lehrer,,Kontrolle,3,2,2025-11-24 14:41:30.907,111.7910001277924,control
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Lehrer,,Schulklasse,4,2,2025-11-24 14:41:45.363,126.2469999790192,school class
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Lehrer,,Noten,5,2,2025-11-24 14:41:49.963,130.8470001220703,grades
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Zukunft,,ChatGPT,1,2,2025-11-24 14:42:17.066,157.9500000476837,ChatGPT
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Zukunft,,Kontrolle,2,2,2025-11-24 14:42:28.035,168.9190001487732,control
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Zukunft,,Frau Müller,3,2,2025-11-24 14:42:33.603,174.4869999885559,Mrs. Müller
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Zukunft,,Schulklasse,4,2,2025-11-24 14:42:40.107,180.9910001754761,school class
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Zukunft,,Schweden,5,2,2025-11-24 14:42:48.907,189.7910001277924,Sweden
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Schule,,Klausur,1,2,2025-11-24 14:43:03.971,204.8550000190735,exam
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Schule,,Schularbeit,2,2,2025-11-24 14:43:08.332,209.2160000801086,schoolwork
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Schule,,Klassenkamerad,3,2,2025-11-24 14:43:19.434,220.3180000782013,classmate
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Schule,,Lehrer,4,2,2025-11-24 14:43:39.011,239.8949999809265,teacher
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Schule,,Schüler,5,2,2025-11-24 14:43:43.979,244.8630001544952,student
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Quatsch,,Kontrollverlust,1,2,2025-11-24 14:43:53.611,254.4950001239777,loss of control
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Quatsch,,Unsinn,2,2,2025-11-24 14:43:57.876,258.7599999904633,nonsense
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Quatsch,,Wahnsinn,3,2,2025-11-24 14:44:27.195,288.0789999961853,madness
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Quatsch,,Menschlichkeit,4,2,2025-11-24 14:44:33.923,294.8070001602173,humanity
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Quatsch,,Lehrer,5,2,2025-11-24 14:44:39.324,300.2079999446869,teacher
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Noten,,Glatte 1,1,2,2025-11-24 14:44:56.019,316.9030001163483,straight A
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Noten,,Durchgefallen,2,2,2025-11-24 14:45:01.676,322.5600001811981,failed
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Noten,,Vier gewinnt,3,2,2025-11-24 14:45:05.051,325.9350001811981,connect four
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Noten,,Durchschnitt,4,2,2025-11-24 14:45:12.187,333.0710000991821,average
6914dfad044c1fe6eb73ba35,Grading,male,29.0,Noten,,Median,5,2,2025-11-24 14:45:13.970,334.8540000915527,median
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,CriticalInfrastructure,2.0,Langeweile,1,1,2025-11-24 15:06:41.657,0.0,boredom
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,CriticalInfrastructure,5.0,Atomkraftwerke,2,1,2025-11-24 15:06:52.905,11.24799990653992,nuclear power plants
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,CriticalInfrastructure,4.0,KI-Management,3,1,2025-11-24 15:07:11.714,30.05699992179871,AI management
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,CriticalInfrastructure,6.0,Kann man automatisieren,4,1,2025-11-24 15:07:34.786,53.12899994850159,can be automated
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,CriticalInfrastructure,4.0,Risikomanagement,5,1,2025-11-24 15:07:45.659,64.0019998550415,
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,Langeweile,,Spätschicht im Büro,1,2,2025-11-24 15:08:42.956,121.2990000247955,late shift at the office
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,Langeweile,,es passiert nichts,2,2,2025-11-24 15:08:57.933,136.2760000228882,nothing happens
5f4f6af15e8dec017338fd49,CriticalInfrastructure,male,41.0,Langeweile,,Hohe Verantwortung,3,2,2025-11-24 15:09:21.237,159.5799999237061,high responsibility
