"result_id","PROLIFIC_PID","dummy_informedconsent","hp_exclusionCriteria","commCheck","counterVisualTraps","visualTrapResponse","visualTrap_Planets_response","visualTrap_Planets_responseLabel","visualTrap_Planets_correct","visualTrap_Planets_rtMs","visualTrap_Collision_response","visualTrap_Collision_responseLabel","visualTrap_Collision_correct","visualTrap_Collision_rtMs","visualTrap_CafeWall_response","visualTrap_CafeWall_responseLabel","visualTrap_CafeWall_correct","visualTrap_CafeWall_rtMs","visualTrap_Circles_response","visualTrap_Circles_responseLabel","visualTrap_Circles_correct","visualTrap_Circles_rtMs","visualTrap_Lines_response","visualTrap_Lines_responseLabel","visualTrap_Lines_correct","visualTrap_Lines_rtMs","visualTrap_Robot_response","visualTrap_Robot_responseLabel","visualTrap_Robot_correct","visualTrap_Robot_rtMs","visualTrap_order","condition_FutureSociety","cue","cue_coding","R1","R2","R3","R4","R5","para_countclicks","AR-2","AR-5","AR-3","AR-1","AR-4","undUtopiaGeneral","undUtopiaGoal","undUtopiaHow","clearUtopia","clearUtopiatext","biasUtopia","biasUtopiatext","attributesFutureSociety-5","attributesFutureSociety-6","attributesFutureSociety-2","attributesFutureSociety-3","attributesFutureSociety-4","attributesFutureSociety-7","attributesFutureSociety-1","attributesFutureSociety-8","utopiaPrototypeAssignment","protoConfidenceRadio","protoReasonText","feedback_critic","assoc1_response","assoc1_valence","assoc2_response","assoc2_valence","assoc3_response","assoc3_valence","assoc4_response","assoc4_valence","assoc5_response","assoc5_valence","para_static_userAgent","para_static_platform","para_static_language","para_static_languages","para_static_cookieEnabled","para_static_online","para_static_webdriver","para_static_hardwareConcurrency","para_static_deviceMemory","para_static_maxTouchPoints","para_static_screen_width","para_static_screen_height","para_static_screen_availWidth","para_static_screen_availHeight","para_static_screen_colorDepth","para_static_screen_pixelDepth","para_static_viewport_innerWidth","para_static_viewport_outerWidth","para_static_viewport_outerHeight","para_static_viewport_devicePixelRatio","para_static_page_url","para_static_page_hostname","para_static_page_pathname","para_static_page_protocol","para_static_page_referrer","para_static_page_title","para_static_locale_timezone","para_static_locale_timezoneOffset","para_static_network_effectiveType","para_static_network_downlink","para_static_network_rtt","para_static_network_saveData","para_static_mediaQueries_prefersDarkScheme","para_static_mediaQueries_prefersReducedMotion","para_static_mediaQueries_prefersReducedTransparency","para_static_mediaQueries_prefersContrastMore","para_static_mediaQueries_pointerCoarse","para_static_mediaQueries_pointerFine","para_static_mediaQueries_hover","para_static_features_localStorage","para_static_features_sessionStorage","para_static_features_indexedDB","para_static_features_serviceWorker","para_static_features_bluetooth","para_static_features_usb","para_static_features_clipboard","para_static_features_mediaDevices","para_static_features_permissions","para_static_features_storageManager","para_static_features_visualViewport","para_ip_ip","para_ip_network","para_ip_version","para_ip_city","para_ip_region","para_ip_region_code","para_ip_country","para_ip_country_name","para_ip_country_code","para_ip_country_code_iso3","para_ip_country_capital","para_ip_country_tld","para_ip_in_eu","para_ip_postal","para_ip_latitude","para_ip_longitude","para_ip_timezone","para_ip_utc_offset","para_ip_country_calling_code","para_ip_currency","para_ip_currency_name","para_ip_languages","para_ip_country_area","para_ip_country_population","para_ip_asn","para_ip_org","para_meta_startedAt","keyStats_count","keyStats_mean","keyStats_median","keyStats_min","keyStats_max","para_static_viewport_innerHeight","para_static_doNotTrack","para_ip_continent_code","State","Duration","duration_seconds"
"15272","69c2cf612f3aaa621cd012c9","1","FALSE","1",5,"4","2","Orange",TRUE,42802,"1","Green Triangle Only",TRUE,70159,"4","Mixed: some straight, some slanted",FALSE,29599,"2","Red Circle",TRUE,54676,"1","Blue Line",TRUE,13135,"2","Mostly on the upper right of the square",FALSE,51994,"Collision // Robot // Circles // Lines // Planets // CafeWall","futurist","described future society","futurist","progress","innovation","technology","planning","systems",1,"7","6","6","7","7","it's an organized and peaceful society though food and essential needs are there but are limited and the society must manage them carefully","the use of resources available should be efficient 
order and social stability the laws should govern them","They should have leaders to remind them of rules and innovation helps improve services and solve problems","4",NA,"3","empasized  the benefits of technology and innovation and said they were the main solutions to society problems","6","7","7","6","6","6","5","7","futurist","7",NA,NA,"progress","7","innovation","7","technology","6","planning","7","systems","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,16,8,0,1360,768,1360,728,24,24,1360,1344,752,1,"https://weblab.psychologie.uni-freiburg.de/publix/d415841e-09ec-4a5c-a39c-83bd6e7b56ad/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/d415841e-09ec-4a5c-a39c-83bd6e7b56ad/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Chicago",300,"3g",1.25,400,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"223.29.141.72","223.29.128.0/20","IPv4","Chester","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"23831",37.3429,-77.4156,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T10:49:21.381Z",701,1756.41126961485,325.29999999702,95,100992.599999994,768,NA,NA,"FINISHED","00:22:14",1334
"15274","6949ca3d2fa32d8101dea6a7","1","FALSE","1",5,"3","2","Orange",TRUE,30281,"1","Green Triangle Only",TRUE,59620,"3","Slanted / Diagonal",TRUE,11281,"2","Red Circle",TRUE,22375,"1","Blue Line",TRUE,10783,"3","Mostly around the center of the square",TRUE,17687,"Collision // Planets // Robot // Circles // Lines // CafeWall","aicentered","described future society","aicentered","Dependent","AI-Driven Society","Sadness","New World Order","non-moral",1,"1","1","2","3","2","The future society would allocate and provide resources for civilians so we do not become wasteful with our resources.","To maintain and preserve resources.","Rationing, limiting the amount a person can get.","3",NA,"2",NA,"6","5","2","1","2","4","7","6","ai_centered","7",NA,NA,"Dependent","3","AI-Driven Society","1","Sadness","2","New World Order","2","non-moral","1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,0,1366,768,1366,720,32,32,1366,1350,752,1,"https://weblab.psychologie.uni-freiburg.de/publix/6a6787f3-ff0e-4684-95e2-ddd43c6dcace/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/6a6787f3-ff0e-4684-95e2-ddd43c6dcace/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"50.4.210.222","50.4.208.0/20","IPv4","Dearborn","Michigan","MI","US","United States","US","USA","Washington",".us",FALSE,"48124",42.2931,-83.2548,"America/Detroit","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS12083","WideOpenWest Finance LLC","2026-04-07T10:50:24.473Z",311,773.740836011635,245,37.5,37686.4000000954,768,NA,NA,"FINISHED","00:10:29",629
"15276","69963fa97606bb3a27603d6f","1","FALSE","1",5,"1","2","Orange",TRUE,53368,"1","Green Triangle Only",TRUE,89971,"3","Slanted / Diagonal",TRUE,56185,"2","Red Circle",TRUE,20182,"1","Blue Line",TRUE,21647,"3","Mostly around the center of the square",TRUE,32784,"CafeWall // Circles // Lines // Robot // Planets // Collision","primitivist","described future society","primitivist","Restriction","Scarcity","Insufficience","Community","Controlled",0,"2","3","3","4","6","It is a society that has just overcome crisis and is trying to get back to living well and in alignment with the environment.","Living together in close harmony with nature.","Having low technology reliance and people inly taking what they need from nature.","3",NA,"2",NA,"4","3","3","3","5","4","3","5","primitivist_arcadian","6",NA,"I have none.","Restriction","4","Scarcity","2","Insufficience","3","Community","6","Controlled","3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,20,8,0,1920,1080,1920,1080,24,24,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/7c5905b7-a313-4d0a-b586-b60f38ade250/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/7c5905b7-a313-4d0a-b586-b60f38ade250/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"45.139.68.0","45.139.68.0/23","IPv4","Chevy Chase","Washington, D.C.","DC","US","United States","US","USA","Washington",".us",FALSE,"20815",38.981,-77.083,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS22773","Cox Communications Inc.","2026-04-07T10:52:23.475Z",344,1828.81395348837,376.30000000447,128,144415.800000012,1080,NA,NA,"FINISHED","00:25:19",1519
"15280","69c4c8d23e5ba793afd0e843","1","FALSE","1",5,"3","3","Blue",FALSE,19968,"1","Green Triangle Only",TRUE,31333,"4","Mixed: some straight, some slanted",FALSE,5844,"3","NONE (they are the same size)",FALSE,7093,"1","Blue Line",TRUE,6548,"2","Mostly on the upper right of the square",FALSE,11972,"CafeWall // Lines // Robot // Planets // Collision // Circles","futurist","described future society","futurist","stability","Rules","insufficient resources","order","control",0,"4","5","3","5","5","A calm society where people follow clear rules","To keep things stable and maintain order","By using laws,frameworks and penalties","3",NA,"3","It focused on the benefits of rules and stability and did not highlight the downsides.","5","4","4","4","4","5","4","4","institutional_law","5",NA,"The study was clear and easy to follow though questions were a bit complex","stability","5","Rules","4","insufficient resources","3","order","5","control","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,10,1280,720,1280,672,24,24,1600,1266,706,1.20000004768372,"https://weblab.psychologie.uni-freiburg.de/publix/b91bbbbb-c812-4f35-afff-405ff358d368/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/b91bbbbb-c812-4f35-afff-405ff358d368/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/Denver",360,"3g",1.45,400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"149.174.48.82","149.174.48.0/24","IPv4","Denver","Colorado","CO","US","United States","US","USA","Washington",".us",FALSE,"80222",39.73915,-104.9847,"America/Denver","-0600","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS272096","PACKETHUB S.A.","2026-04-04T03:28:01.240Z",428,1495.4773364486,293,50.1999999999534,190993.3,900,NA,NA,"FINISHED","00:32:36",1956
"15281","698ce4ba931f89581ecc6d7d","1","FALSE","1",5,"1","2","Orange",TRUE,48585,"1","Green Triangle Only",TRUE,53196,"3","Slanted / Diagonal",TRUE,37812,"2","Red Circle",TRUE,8614,"1","Blue Line",TRUE,9790,"3","Mostly around the center of the square",TRUE,22357,"Collision // CafeWall // Planets // Robot // Circles // Lines","futurist","described future society","futurist","very great","resourceful","responsible","informative","great security",0,"7","7","7","7","7","The described future society has basic resources such as water, clothing, food, energy and other resources but they are not in plenty. There is enough security and the legitimacy of the authorities are guaranteed.","making great legal and institutional frameworks efficient and effective.","optimizing the provision of basic resources.","4",NA,"2",NA,"7","7","7","7","7","7","7","7","futurist","6",NA,NA,"very great","7","resourceful","7","responsible","7","informative","7","great security","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,4,10,1366,768,1366,738,24,24,1366,1350,752,1,"https://weblab.psychologie.uni-freiburg.de/publix/7db72bfe-0e31-44ed-9bc0-9998b547a668/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/7db72bfe-0e31-44ed-9bc0-9998b547a668/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",0.4,450,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"137.155.100.52","137.155.96.0/19","IPv4","Newport News","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"23607",36.9864,-76.4165,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T10:59:47.818Z",628,624.392197452153,225.399999976158,2.80000001192093,24407,768,NA,NA,"FINISHED","00:15:42",942
"15282","6996d201e4546b84c632980a","1","FALSE","1",5,"2","2","Orange",TRUE,31598,"1","Green Triangle Only",TRUE,47161,"3","Slanted / Diagonal",TRUE,40780,"2","Red Circle",TRUE,11908,"1","Blue Line",TRUE,28911,"2","Mostly on the upper right of the square",FALSE,18615,"Circles // Lines // Robot // Collision // CafeWall // Planets","primitivist","described future society","primitivist","not feasible","traditional and progressive","peaceful world","equality","Harmony",4,"5","7","7","2","7","The future society presented in the text is anti-technology and pro small scale societies. It is a complete return to tradition to when humans first began to settle into common living areas. It seems peaceful overall but barren of most modern luxuries.","The main goals of this future society is to keep the village 'running'. This means all effort will be put into repairs, food production and staying safe from invaders. Their goals will not be as complex as the ones we currently have for our society.","These goals will be achieved through rules since institutions are not a part of the future society that was described. If someone elects to live in such a society than they will do their assigned work with little protest. One major con of this future society is the fact that most people will have no say in what type of job they get.","4",NA,"2",NA,"6","6","3","3","3","6","3","3","primitivist_arcadian","7",NA,NA,"not feasible","2","traditional and progressive","5","peaceful world","7","equality","7","Harmony","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,16,NA,0,1920,1080,1920,1032,24,24,NA,NA,NA,1,"https://weblab.psychologie.uni-freiburg.de/publix/f17c5f10-49e1-4d40-82af-e76153fd3dbd/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/f17c5f10-49e1-4d40-82af-e76153fd3dbd/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"100.17.139.3","100.17.136.0/21","IPv4","New York","New York","NY","US","United States","US","USA","Washington",".us",FALSE,"10128",40.781,-73.9501,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS701","Verizon Business","2026-04-07T11:00:08.558Z",1435,321.842508710801,126,0,66422,NA,"1",NA,"FINISHED","00:17:32",1052
"15283","6679af725f681821b6bc1328","1","FALSE","1",5,"2","2","Orange",TRUE,288203,"2","Green Triangle and Green Rectangle",FALSE,19661,"3","Slanted / Diagonal",TRUE,8292,"2","Red Circle",TRUE,3870,"1","Blue Line",TRUE,3491,"3","Mostly around the center of the square",TRUE,6095,"Planets // CafeWall // Robot // Circles // Lines // Collision","anarchic","described future society","anarchic","Progressive","Innovative","Unique","Fair","Ideal",4,"7","6","6","7","6","A society built on mutual co-operation and self-accountability.","To strive towards greater heights utilizing the co-operative power of it's citizens.","Minimal rules, focuses mostly on social pressure to behave in a pro-social manner.","4",NA,"2",NA,"7","7","6","6","6","7","5","2","moral_commonwealth_anarchic","6",NA,"I do not","Progressive","7","Innovative","7","Unique","6","Fair","6","Ideal","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,8,8,0,1536,864,1536,824,24,24,1536,1522,850,1.25,"https://weblab.psychologie.uni-freiburg.de/publix/9b075689-470e-43dd-8f56-96e5e7fcf6e1/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/9b075689-470e-43dd-8f56-96e5e7fcf6e1/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"98.163.1.246","98.163.0.0/19","IPv4","Roanoke","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"24001",37.27097,-79.94143,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS22773","Cox Communications Inc.","2026-04-07T11:00:24.731Z",313,430.313099041534,145.900000095367,6.59999990463257,39188.899999857,864,"1",NA,"FINISHED","00:16:37",997
"15284","698499af42aaccba55a1d46f","1","FALSE","1",5,"1","2","Orange",TRUE,47687,"1","Green Triangle Only",TRUE,57344,"3","Slanted / Diagonal",TRUE,41431,"2","Red Circle",TRUE,25212,"1","Blue Line",TRUE,9616,"3","Mostly around the center of the square",TRUE,37288,"Collision // Circles // CafeWall // Planets // Robot // Lines","religious","described future society","religious","Peaceful","Religiouse","Well-being","Commitment","Tolerance",0,"6","6","7","6","5","The future society will be peaceful because people will be living together despite have few basic needs. They will be provided with guidelines and shared religious beliefs for verybody well-being.Also enviromental limits and Human are seen as things that carry supernatural power","Is to rely on religious morms and divine authority to make sure they keep the society cordinated","They help dictate what can count as right conduct by accepting behavior and coordinating through shared religious norms","4",NA,"3","Since they treat every person right and they leave in harmony, every person has the right when it comes to religious norms","5","6","6","7","6","7","6","7","religious_millennial","6",NA,"the study was well understood","Peaceful","6","Religiouse","6","Well-being","7","Commitment","5","Tolerance","6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,0,1920,1080,1920,1032,24,24,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/fcd666a8-61d6-4a42-8e83-864d86ec1448/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/fcd666a8-61d6-4a42-8e83-864d86ec1448/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",1.5,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"113.20.54.214","113.20.52.0/22","IPv4","Ashburn","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"20146",39.0814,-77.6443,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T11:00:33.922Z",857,1142.72893815642,224.100000023842,81,118536.199999928,1080,NA,NA,"FINISHED","00:25:39",1539
"15288","66aa8d04719b0f5ef3433e9c","1","FALSE","1",5,"3","2","Orange",TRUE,42300,"1","Green Triangle Only",TRUE,29330,"3","Slanted / Diagonal",TRUE,31142,"2","Red Circle",TRUE,16237,"1","Blue Line",TRUE,21015,"3","Mostly around the center of the square",TRUE,18942,"Planets // CafeWall // Circles // Lines // Collision // Robot","futurist","described future society","futurist","peaceful","stable","limited resources","hopeful","recovering",0,"6","5","3","6","6","It is a society that is recovering from a huge crisis, the resources are somewhat limited but there is a way to optimize them.","fair distribution of resources and stabilize the economy","they have rules and laws in place to handle them","3",NA,"2",NA,"6","5","7","5","6","6","5","5","futurist","6",NA,NA,"peaceful","6","stable","6","limited resources","3","hopeful","6","recovering","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,4,8,0,1700,1080,1700,1080,24,24,1366,1350,752,1,"https://weblab.psychologie.uni-freiburg.de/publix/bbc75f23-0653-4a63-aef8-536d671891f0/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/bbc75f23-0653-4a63-aef8-536d671891f0/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"3g",1.4,300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"113.20.53.32","113.20.52.0/22","IPv4","Ashburn","Virginia","VA","US","United States","US","USA","Washington",".us",FALSE,"20146",39.0814,-77.6443,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS7029","Windstream Communications LLC","2026-04-07T11:03:25.211Z",297,969.825252525257,402.10000000149,1.69999999925494,51107.6000000015,768,NA,NA,"FINISHED","00:25:29",1529
"15289","69ae84a0c39d68f88338d6e7","1","FALSE","1",5,"3","2","Orange",TRUE,121516,"1","Green Triangle Only",TRUE,48391,"3","Slanted / Diagonal",TRUE,91406,"2","Red Circle",TRUE,34384,"1","Blue Line",TRUE,22983,"2","Mostly on the upper right of the square",FALSE,81856,"Lines // Robot // Collision // Circles // Planets // CafeWall","futurist","described future society","futurist","Peaceful","good","balanced","truthful","real",0,"5","5","5","5","5","Smooth and functioning.","Organize resources and overcome scarcity","Science and technology","4",NA,"3","they want to improve.","5","5","5","5","5","5","5","5","futurist","5",NA,"it was fine.","Peaceful","5","good","5","balanced","5","truthful","5","real","5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,2,NA,0,1366,768,1366,728,24,24,1366,1366,768,1,"https://weblab.psychologie.uni-freiburg.de/publix/c2cb9888-4cde-4d13-9dba-8759d78cf2fe/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/c2cb9888-4cde-4d13-9dba-8759d78cf2fe/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2600:480a:90f3:5100:a015:775:d63b:7f32","2600:480a:90f0::/46","IPv6","Yonkers","New York","NY","US","United States","US","USA","Washington",".us",FALSE,"10705",40.9186,-73.8932,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS6128","Cablevision Systems Corp.","2026-04-07T11:03:33.235Z",171,3031.0701754386,249,78,220516,768,"unspecified",NA,"FINISHED","00:19:56",1196
"15290","616c6bcb2a62b082dfe84ca1","1","FALSE","1",5,"1","2","Orange",TRUE,54674,"2","Green Triangle and Green Rectangle",FALSE,23182,"3","Slanted / Diagonal",TRUE,9702,"2","Red Circle",TRUE,8688,"1","Blue Line",TRUE,8774,"3","Mostly around the center of the square",TRUE,18490,"Collision // Planets // Circles // Robot // CafeWall // Lines","anarchic","described future society","anarchic","honesty","Healthy","no war","equalize","Spritual",0,"7","7","7","7","7","People are no worries in every day. then all peoples are same no differential no racism and health will be maintain then work place and society will be followed in honesty ","Love is every one then all country people will be connected for love","Honest wise do the work easily achieved","4",NA,"2",NA,"6","6","6","5","7","5","2","6","modern_green","6",NA,"no","honesty","7","Healthy","7","no war","7","equalize","7","Spritual","7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36","Win32","en-US","[""en-US"",""en""]",TRUE,TRUE,FALSE,2,4,0,1920,1080,1920,1040,32,32,1920,1904,1064,1,"https://weblab.psychologie.uni-freiburg.de/publix/c42e24fe-7863-4415-b0d3-98b63a86c85f/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","weblab.psychologie.uni-freiburg.de","/publix/c42e24fe-7863-4415-b0d3-98b63a86c85f/e5fd669b-793d-4feb-b75a-50c06ef50ba3/start","https:","https://app.prolific.com/","Study","America/New_York",240,"4g",10,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"38.240.39.21","38.240.39.0/24","IPv4","Secaucus","New Jersey","NJ","US","United States","US","USA","Washington",".us",FALSE,"07094",40.791,-74.0634,"America/New_York","-0400","+1","USD","Dollar","en-US,es-US,haw,fr",9629091,327167434,"AS931","Hyonix","2026-04-07T11:03:43.992Z",329,928.365957447098,281.399999976158,0.200000047683716,49690.8999999762,1080,NA,NA,"FINISHED","00:11:56",716
